Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
465,18/3/2023,CUST465,Female,57,Clothing,4,30,120
466,7/10/2023,CUST466,Female,35,Electronics,4,300,1200
467,19/1/2023,CUST467,Female,42,Clothing,1,30,30
468,9/7/2023,CUST468,Male,50,Clothing,3,25,75
469,26/10/2023,CUST469,Male,64,Clothing,2,300,600
470,10/10/2023,CUST470,Male,57,Beauty,4,300,1200
471,17/3/2023,CUST471,Female,60,Clothing,4,25,100
472,9/8/2023,CUST472,Male,29,Clothing,2,300,600
473,7/3/2023,CUST473,Female,61,Clothing,3,30,90
474,22/1/2023,CUST474,Female,53,Electronics,1,300,300
475,7/6/2023,CUST475,Male,21,Electronics,1,50,50
476,6/7/2023,CUST476,Male,22,Beauty,4,500,2000
477,21/1/2023,CUST477,Female,54,Beauty,2,30,60
478,3/7/2023,CUST478,Male,25,Electronics,4,50,200
479,18/4/2023,CUST479,Female,59,Beauty,2,25,50
480,16/12/2023,CUST480,Female,45,Electronics,1,30,30
481,8/5/2023,CUST481,Female,48,Clothing,3,500,1500
482,8/12/2023,CUST482,Female,26,Clothing,2,500,1000
483,22/2/2023,CUST483,Female,46,Beauty,1,25,25
484,1/7/2023,CUST484,Male,31,Electronics,4,25,100
485,14/10/2023,CUST485,Male,57,Electronics,2,30,60
486,28/7/2023,CUST486,Female,58,Beauty,3,300,900
487,14/11/2023,CUST487,Female,39,Electronics,4,25,100
488,21/3/2023,CUST488,Male,28,Clothing,4,300,1200
489,2/5/2023,CUST489,Male,40,Beauty,1,50,50
490,25/3/2023,CUST490,Female,18,Beauty,2,500,1000
491,1/4/2023,CUST491,Male,63,Electronics,4,300,1200
492,31/7/2023,CUST492,Female,54,Beauty,3,500,1500
493,13/1/2023,CUST493,Male,38,Electronics,2,300,600
494,2/4/2023,CUST494,Female,43,Electronics,3,50,150
495,20/6/2023,CUST495,Male,63,Electronics,4,25,100
496,30/7/2023,CUST496,Female,53,Electronics,3,50,150
497,9/12/2023,CUST497,Male,40,Electronics,1,25,25
498,8/5/2023,CUST498,Male,18,Beauty,3,25,75
499,17/5/2023,CUST499,Female,57,Clothing,2,500,1000
500,23/3/2023,CUST500,Male,32,Clothing,3,50,150
501,26/12/2023,CUST501,Female,38,Beauty,3,300,900
502,25/2/2023,CUST502,Male,64,Beauty,1,50,50
503,15/7/2023,CUST503,Female,26,Clothing,3,500,1500
504,20/1/2023,CUST504,Male,26,Clothing,3,25,75
505,29/8/2023,CUST505,Female,27,Clothing,4,500,2000
506,24/4/2023,CUST506,Male,43,Clothing,4,30,120
507,13/4/2023,CUST507,Female,58,Clothing,2,30,60
508,24/8/2023,CUST508,Male,52,Electronics,4,300,1200
509,29/6/2023,CUST509,Female,42,Beauty,4,500,2000
510,6/6/2023,CUST510,Female,43,Electronics,4,300,1200
511,27/4/2023,CUST511,Female,28,Clothing,4,300,1200
512,26/4/2023,CUST512,Female,,Clothing,,,
513,25/4/2023,CUST513,Male,55,Clothing,1,30,30
514,13/1/2023,CUST514,Female,19,Clothing,4,300,1200
515,4/12/2023,CUST515,Male,24,Electronics,1,30,30
516,9/4/2023,CUST516,Female,35,Electronics,1,25,25
517,24/7/2023,CUST517,Male,44,Clothing,4,500,2000
518,18/6/2023,CUST518,Female,51,Electronics,3,300,900
519,23/5/2023,CUST519,Male,44,Electronics,1,30,30
520,5/2/2023,CUST520,Male,34,Clothing,3,50,150
521,23/5/2023,CUST521,Female,60,Electronics,3,300,900
522,29/6/2023,CUST522,Male,61,Beauty,4,25,100
523,25/11/2023,CUST523,Male,41,Beauty,2,25,50
524,18/9/2023,CUST524,Female,42,Beauty,4,50,200
525,24/7/2023,CUST525,Male,24,Beauty,2,30,60
526,14/12/2023,CUST526,Male,23,Clothing,2,300,600
527,2/10/2023,CUST527,Male,41,Clothing,4,30,120
528,19/6/2023,CUST528,Female,50,Clothing,4,25,100
529,15/1/2023,CUST529,Male,46,Beauty,2,30,60
530,1/3/2023,CUST530,Female,60,Beauty,4,25,100
531,14/5/2023,CUST531,Male,39,Electronics,2,30,60
532,2/4/2023,CUST532,Male,43,Electronics,3,50,150
533,25/10/2023,CUST533,Male,45,Beauty,4,500,2000
534,16/5/2023,CUST534,Female,38,Beauty,3,50,150
535,20/1/2023,CUST535,Male,24,Beauty,1,50,50
536,25/2/2023,CUST536,Male,34,Beauty,3,500,1500
537,2/11/2023,CUST537,Female,37,Electronics,3,500,1500
538,11/8/2023,CUST538,Male,58,Beauty,2,300,600
539,26/6/2023,CUST539,Female,37,Electronics,3,300,900
540,11/5/2023,CUST540,,,,,,
541,10/6/2023,CUST541,Female,39,Beauty,4,50,200
542,12/8/2023,CUST542,Male,45,Beauty,2,50,100
543,7/11/2023,CUST543,Female,57,Beauty,1,25,25
544,19/9/2023,CUST544,Male,24,Electronics,4,25,100
545,1/3/2023,CUST545,Female,18,Electronics,1,300,300
546,17/7/2023,CUST546,Female,49,Clothing,3,300,900
547,23/10/2023,CUST547,Male,30,Beauty,4,25,100
548,8/4/2023,CUST548,Female,47,Clothing,4,25,100
549,11/5/2023,CUST549,Female,40,Clothing,1,30,30
550,23/1/2023,CUST550,Female,36,Electronics,4,30,120
551,5/3/2023,CUST551,,,Clothing,,,
552,29/12/2023,CUST552,Female,49,Electronics,4,25,100
553,12/8/2023,CUST553,Female,47,Clothing,4,30,120
554,1/1/2023,CUST554,Male,46,Beauty,3,500,1500
555,24/9/2023,CUST555,Female,62,Electronics,1,300,300
556,3/10/2023,CUST556,Male,46,Beauty,4,300,1200
557,18/12/2023,CUST557,Female,47,Beauty,2,25,50
558,10/12/2023,CUST558,Male,33,Clothing,2,50,100
559,11/4/2023,CUST559,Male,57,Clothing,2,25,50
560,6/7/2023,CUST560,Female,36,Clothing,2,30,60
561,9/8/2023,CUST561,Female,35,Clothing,3,50,150
562,5/2/2023,CUST562,Female,18,Electronics,4,30,120
563,7/12/2023,CUST563,Male,31,Electronics,1,500,500
564,19/6/2023,CUST564,Female,64,Clothing,4,30,120
565,16/11/2023,CUST565,Male,19,Electronics,3,500,1500
566,10/6/2023,CUST566,Male,45,Clothing,2,500,1000
567,6/12/2023,CUST567,Male,47,Beauty,3,30,90
568,5/3/2023,CUST568,Female,55,Beauty,4,30,120
569,3/6/2023,CUST569,Female,21,Beauty,1,500,500
570,17/9/2023,CUST570,Male,18,Clothing,3,50,150
571,8/6/2023,CUST571,Male,25,Beauty,1,500,500
572,8/12/2023,CUST572,Female,46,Electronics,3,300,900
573,29/7/2023,CUST573,Male,56,Beauty,1,500,500
574,17/6/2023,CUST574,Female,20,Beauty,1,50,50
575,26/7/2023,CUST575,Male,49,Beauty,2,300,600
576,23/12/2023,CUST576,Female,27,Electronics,1,25,25
577,1/6/2023,CUST577,Male,27,Clothing,2,25,50
578,11/10/2023,CUST578,Female,36,Electronics,4,50,200
579,7/3/2023,CUST579,Male,63,Clothing,4,500,2000
580,9/4/2023,CUST580,Female,51,Clothing,2,30,60
581,4/8/2023,CUST581,Female,50,Beauty,2,50,100
582,7/12/2023,CUST582,Male,40,Clothing,3,300,900
583,14/7/2023,CUST583,Male,45,Electronics,3,300,900
584,13/12/2023,CUST584,Female,49,Electronics,3,25,75
585,31/3/2023,CUST585,Male,24,Clothing,4,300,1200
586,12/11/2023,CUST586,Female,46,Beauty,3,50,150
587,19/10/2023,CUST587,Male,25,Beauty,1,300,300
588,4/6/2023,CUST588,Female,18,Electronics,1,50,50
589,27/7/2023,CUST589,Female,20,Beauty,3,30,90
590,8/10/2023,CUST590,Female,41,Clothing,1,25,25
591,1/1/2023,CUST591,Female,40,Clothing,4,300,1200
592,5/6/2023,CUST592,Female,25,Electronics,1,50,50
593,27/5/2023,CUST593,Female,64,Clothing,4,500,2000
594,18/4/2023,CUST594,Male,54,Electronics,2,25,50
595,9/8/2023,CUST595,Male,20,Clothing,2,30,60
596,24/10/2023,CUST596,Male,50,Electronics,2,50,100
597,7/11/2023,CUST597,Female,45,Beauty,2,30,60
598,2/12/2023,CUST598,Female,64,Clothing,1,30,30
599,14/6/2023,CUST599,Female,25,Clothing,3,300,900
600,27/8/2023,CUST600,Female,51,Electronics,1,300,300
601,15/8/2023,CUST601,Male,52,Electronics,4,50,200
602,15/8/2023,CUST602,Male,49,Clothing,1,500,500
603,12/12/2023,CUST603,Female,41,Electronics,1,50,50
604,20/4/2023,CUST604,Male,31,Clothing,4,500,2000
605,19/9/2023,CUST605,Male,49,Beauty,2,30,60
606,31/8/2023,CUST606,Female,63,Electronics,2,25,50
607,28/3/2023,CUST607,Male,60,Clothing,2,50,100
608,4/12/2023,CUST608,Female,33,Beauty,3,50,150
609,13/2/2023,CUST609,Male,21,Beauty,4,500,2000
610,26/5/2023,CUST610,Female,54,Clothing,4,30,120
611,28/3/2023,CUST611,,,Clothing,,,
612,21/9/2023,CUST612,Female,38,Electronics,1,30,30
613,13/1/2023,CUST613,,,Clothing,,,
614,6/12/2023,CUST614,Female,31,Clothing,3,500,1500
615,21/11/2023,CUST615,Female,48,Beauty,2,30,60
616,14/11/2023,CUST616,Male,35,Clothing,3,300,900
617,21/6/2023,CUST617,Female,24,Electronics,4,25,100
618,17/2/2023,CUST618,Female,27,Beauty,4,50,200
619,1/5/2023,CUST619,Female,24,Clothing,1,25,25
620,11/12/2023,CUST620,Male,50,Electronics,1,50,50
621,8/6/2023,CUST621,Female,40,Beauty,4,300,1200
622,26/4/2023,CUST622,Male,38,Electronics,2,30,60
623,12/4/2023,CUST623,Female,36,Beauty,2,500,1000
624,17/3/2023,CUST624,Male,36,Clothing,3,300,900
625,13/1/2023,CUST625,Male,53,Electronics,4,25,100
626,24/1/2023,CUST626,Female,46,Beauty,4,500,2000
627,6/5/2023,CUST627,Male,35,Electronics,2,30,60
628,1/9/2023,CUST628,Female,19,Electronics,2,300,600
629,9/11/2023,CUST629,Female,18,Clothing,4,500,2000
630,7/2/2023,CUST630,Female,64,Electronics,1,300,300
631,22/8/2023,CUST631,Male,22,Beauty,4,300,1200
632,1/8/2023,CUST632,Male,37,Beauty,4,30,120
633,19/11/2023,CUST633,Female,28,Beauty,2,50,100
634,22/10/2023,CUST634,Female,59,Beauty,2,500,1000
635,10/4/2023,CUST635,Male,19,Clothing,1,30,30
636,23/12/2023,CUST636,Female,20,Electronics,1,300,300
637,16/7/2023,CUST637,Female,40,Clothing,3,30,90
638,11/9/2023,CUST638,Female,29,Electronics,4,50,200
639,24/7/2023,CUST639,Male,37,Electronics,2,500,1000
640,5/5/2023,CUST640,Male,22,Electronics,1,50,50
641,17/3/2023,CUST641,Male,54,Clothing,3,25,75
642,2/12/2023,CUST642,Female,55,Electronics,3,500,1500
643,11/9/2023,CUST643,,,Clothing,,,
644,19/12/2023,CUST644,Female,47,Clothing,2,50,100
645,3/1/2023,CUST645,Female,26,Beauty,2,300,600
646,24/2/2023,CUST646,Male,51,Beauty,3,500,1500
647,6/8/2023,CUST647,Female,61,Electronics,1,500,500
648,23/4/2023,CUST648,Female,52,Clothing,3,30,90
649,1/4/2023,CUST649,Female,39,Beauty,4,300,1200
650,23/12/2023,CUST650,Female,61,Clothing,4,25,100
651,23/9/2023,CUST651,Male,41,Clothing,2,50,100
652,26/8/2023,CUST652,Male,34,Electronics,1,30,30
653,26/1/2023,CUST653,Female,27,Beauty,1,50,50
654,13/10/2023,CUST654,Male,47,Electronics,4,25,100
655,8/5/2023,CUST655,Male,63,Electronics,3,25,75
656,4/3/2023,CUST656,Female,40,Beauty,2,500,1000
657,22/8/2023,CUST657,Female,49,Beauty,3,25,75
658,10/3/2023,CUST658,Male,34,Clothing,3,50,150
659,26/8/2023,CUST659,Female,34,Beauty,3,300,900
660,8/12/2023,CUST660,Male,31,Clothing,1,300,300
661,29/9/2023,CUST661,Female,26,Clothing,4,500,2000
662,14/10/2023,CUST662,Male,57,Clothing,1,50,50
663,1/11/2023,CUST663,Female,19,Beauty,4,50,200
664,12/6/2023,CUST664,Male,62,Electronics,2,25,50
665,15/8/2023,CUST665,Male,42,Clothing,2,50,100
666,10/11/2023,CUST666,Male,56,Electronics,3,30,90
667,16/9/2023,CUST667,Female,26,Electronics,4,25,100
668,7/8/2023,CUST668,Male,39,Beauty,4,30,120
669,8/10/2023,CUST669,Male,60,Electronics,4,500,2000
670,17/8/2023,CUST670,Female,63,Electronics,3,300,900
671,23/3/2023,CUST671,Female,21,Beauty,3,500,1500
672,1/9/2023,CUST672,Male,43,Clothing,2,300,600
673,19/8/2023,CUST673,Male,46,Electronics,1,500,500
674,13/5/2023,CUST674,Female,62,Beauty,4,50,200
675,7/5/2023,CUST675,Female,51,Electronics,4,30,120
676,23/11/2023,CUST676,Female,40,Electronics,1,300,300
677,22/5/2023,CUST677,Female,54,Clothing,4,25,100
678,24/9/2023,CUST678,Female,28,Electronics,3,30,90
679,27/5/2023,CUST679,,,Electronics,,,
680,6/9/2023,CUST680,Male,23,Beauty,3,25,75
681,17/11/2023,CUST681,Female,35,Electronics,4,30,120
682,3/5/2023,CUST682,Male,38,Clothing,3,30,90
683,21/5/2023,CUST683,Male,59,Clothing,3,500,1500
684,14/8/2023,CUST684,Male,53,Beauty,4,300,1200
685,9/2/2023,CUST685,Female,58,Clothing,2,300,600
686,1/1/2024,CUST686,Male,55,Electronics,1,30,30
687,27/5/2023,CUST687,Male,51,Clothing,3,50,150
688,1/5/2023,CUST688,Female,34,Beauty,2,50,100
689,20/5/2023,CUST689,Male,54,Clothing,3,25,75
690,21/6/2023,CUST690,Male,42,Clothing,3,25,75
691,13/6/2023,CUST691,Female,55,Clothing,1,500,500
692,4/10/2023,CUST692,Male,29,Beauty,3,30,90
693,2/2/2023,CUST693,Male,,,,20,40
694,11/2/2023,CUST694,Male,40,Clothing,1,25,25
695,12/3/2023,CUST695,Male,59,Clothing,1,25,25
696,19/3/2023,CUST696,Female,39,Electronics,1,30,30
697,29/4/2023,CUST697,Female,38,Beauty,2,500,1000
698,16/7/2023,CUST698,Female,44,Clothing,4,25,100
699,22/12/2023,CUST699,Male,48,Beauty,2,500,1000
700,20/3/2023,CUST700,Male,23,Clothing,4,300,1200
701,28/12/2023,CUST701,Female,44,Clothing,4,500,2000
702,20/4/2023,CUST702,Male,57,Clothing,1,50,50
703,2/2/2023,CUST703,Male,51,Electronics,3,50,150
704,1/8/2023,CUST704,Female,29,Electronics,1,500,500
705,28/7/2023,CUST705,Female,62,Electronics,3,50,150
706,19/6/2023,CUST706,Male,24,Beauty,4,300,1200
707,16/4/2023,CUST707,,-8,Electronics,4,20,80
708,5/10/2023,CUST708,Male,27,Beauty,1,30,30
709,27/8/2023,CUST709,Male,62,Electronics,3,50,150
710,1/8/2023,CUST710,Female,34,Beauty,2,50,100
711,1/2/2023,CUST711,Female,43,Clothing,3,500,1500
712,16/4/2023,CUST712,Female,38,Clothing,1,300,300
713,4/8/2023,CUST713,Female,45,Clothing,2,30,60
714,19/7/2023,CUST714,Male,63,Electronics,3,500,1500
715,27/10/2023,CUST715,Female,19,Beauty,3,500,1500
716,23/12/2023,CUST716,Female,60,Electronics,3,300,900
717,11/1/2023,CUST717,Female,18,Beauty,3,30,90
718,22/10/2023,CUST718,Female,53,Clothing,3,300,900
719,14/7/2023,CUST719,Female,43,Electronics,2,30,60
720,2/9/2023,CUST720,Male,46,Beauty,4,300,1200
721,4/1/2023,CUST721,Male,38,Beauty,2,500,1000
722,30/6/2023,CUST722,Female,28,Clothing,2,500,1000
723,2/6/2023,CUST723,Male,57,Electronics,2,25,50
724,23/4/2023,CUST724,Male,55,Clothing,-1,-30,-30
725,19/7/2023,CUST725,Female,28,Electronics,4,50,200
726,3/8/2023,CUST726,Female,53,Electronics,1,300,300
727,3/10/2023,CUST727,Male,56,Clothing,4,25,100
728,7/10/2023,CUST728,Male,57,Electronics,2,50,100
729,5/11/2023,CUST729,Female,52,Clothing,3,300,900
730,23/4/2023,CUST730,Female,51,Clothing,3,30,90
731,7/9/2023,CUST731,Female,64,Clothing,2,50,100
732,23/4/2023,CUST732,Male,41,Beauty,3,500,1500
733,20/5/2023,CUST733,Female,39,Electronics,2,25,50
734,12/8/2023,CUST734,Female,22,Electronics,3,50,150
735,27/7/2023,CUST735,Female,28,Beauty,,,
736,6/9/2023,CUST736,Female,50,Clothing,4,50,200
737,15/1/2023,CUST737,Male,53,Clothing,1,500,500
738,19/7/2023,CUST738,Female,64,Electronics,1,300,300
739,22/6/2023,CUST739,Female,37,Clothing,4,30,120
740,9/12/2023,CUST740,Male,36,Electronics,4,500,2000
741,14/12/2023,CUST741,Female,52,Beauty,2,30,60
742,27/7/2023,CUST742,Female,60,Clothing,2,300,600
743,26/3/2023,CUST743,Male,34,Electronics,2,50,100
744,28/8/2023,CUST744,Female,62,Clothing,3,30,90
745,7/3/2023,CUST745,Male,60,Electronics,2,25,50
746,15/11/2023,CUST746,Male,51,Electronics,4,25,100
747,1/10/2023,CUST747,Female,26,Clothing,1,500,500
748,14/1/2023,CUST748,Female,43,Beauty,3,300,900
749,21/7/2023,CUST749,Female,19,Electronics,2,500,1000
750,12/2/2023,CUST750,,30,Clothing,,,
751,31/10/2023,CUST751,Female,26,Electronics,3,500,1500
752,16/10/2023,CUST752,Male,26,Electronics,3,500,1500
753,6/12/2023,CUST753,Female,57,Beauty,2,25,50
754,14/1/2023,CUST754,Male,34,Beauty,3,25,75
755,12/2/2023,CUST755,Female,18,Clothing,1,500,500
756,26/11/2023,CUST756,Female,42,Beauty,4,25,100
757,8/8/2023,CUST757,Female,60,Clothing,4,300,1200
758,11/3/2023,CUST758,Male,57,Clothing,1,500,500
759,25/8/2023,CUST759,Female,59,Beauty,3,25,75
760,4/4/2023,CUST760,Female,42,Clothing,2,30,60
761,26/1/2023,CUST761,Female,56,Beauty,3,500,1500
762,14/5/2023,CUST762,Female,52,Clothing,1,500,500
763,14/7/2023,CUST763,Male,20,Beauty,3,300,900
764,10/5/2023,CUST764,,,,-4,,
765,17/6/2023,CUST765,Female,54,Beauty,4,50,200
766,19/4/2023,CUST766,Male,61,Clothing,3,50,150
767,21/8/2023,CUST767,Male,61,Electronics,1,300,300
768,17/6/2023,CUST768,Male,47,Clothing,4,300,1200
769,22/6/2023,CUST769,Male,55,Beauty,3,300,900
770,14/7/2023,CUST770,Male,51,Electronics,3,50,150
771,23/5/2023,CUST771,Male,29,Clothing,4,300,1200
772,4/8/2023,CUST772,Female,36,Clothing,2,25,50
773,10/5/2023,CUST773,Male,54,Clothing,4,500,2000
774,11/2/2023,CUST774,Male,61,Electronics,2,500,1000
775,29/8/2023,CUST775,Male,34,Beauty,1,30,30
776,10/1/2023,CUST776,Female,27,Clothing,1,30,30
777,4/10/2023,CUST777,Female,64,Clothing,4,500,2000
778,27/1/2023,CUST778,Male,29,Clothing,4,25,100
779,21/1/2023,CUST779,,,,0,,
780,29/6/2023,CUST780,Female,33,Clothing,1,50,50
781,25/4/2023,CUST781,Male,41,Clothing,2,50,100
782,29/11/2023,CUST782,Male,36,Beauty,1,25,25
783,5/2/2023,CUST783,Female,25,Beauty,4,50,200
784,30/11/2023,CUST784,Male,48,Clothing,1,300,300
785,21/1/2023,CUST785,Female,38,Electronics,4,500,2000
786,16/1/2023,CUST786,Female,34,Beauty,4,500,2000
787,7/5/2023,CUST787,Male,40,Electronics,1,25,25
788,13/4/2023,CUST788,Male,54,Beauty,2,50,100
789,11/1/2023,CUST789,Female,33,Clothing,3,30,90
790,15/11/2023,CUST790,Male,23,Beauty,1,30,30
791,20/3/2023,CUST791,Male,25,Clothing,3,50,150
792,21/1/2023,CUST792,,23,Clothing,0,,
793,3/5/2023,CUST793,Male,42,Beauty,1,30,30
794,6/3/2023,CUST794,Female,35,Clothing,3,25,75
795,31/8/2023,CUST795,Female,42,Clothing,2,25,50
796,9/12/2023,CUST796,Male,29,Clothing,2,50,100
797,28/2/2023,CUST797,Female,32,Clothing,1,30,30
798,16/10/2023,CUST798,Female,43,Electronics,4,25,100
799,22/4/2023,CUST799,Female,58,Clothing,3,25,75
800,27/8/2023,CUST800,Female,62,Electronics,4,300,1200
801,25/12/2023,CUST801,Female,43,Electronics,4,300,1200
802,12/5/2023,CUST802,Male,64,Clothing,4,25,100
803,8/7/2023,CUST803,Male,49,Electronics,2,50,100
804,27/8/2023,CUST804,Male,44,Electronics,0,,
805,27/3/2023,CUST805,Male,27,Beauty,1,500,500
806,7/11/2023,CUST806,Female,33,Clothing,1,500,500
807,7/11/2023,CUST807,Female,24,Electronics,2,25,50
808,28/2/2023,CUST808,Male,34,Clothing,2,25,50
809,25/3/2023,CUST809,Female,40,Clothing,1,25,25
810,9/6/2023,CUST810,Male,43,Clothing,4,50,200
811,25/2/2023,CUST811,Male,38,Electronics,3,300,900
812,24/10/2023,CUST812,Male,39,Beauty,3,25,75
813,14/1/2023,CUST813,Female,24,Beauty,3,25,75
814,9/6/2023,CUST814,Female,31,Electronics,4,30,120
815,22/10/2023,CUST815,Male,32,Clothing,1,50,50
816,13/12/2023,CUST816,Male,24,Electronics,2,25,50
817,12/7/2023,CUST817,Male,26,Electronics,1,30,30
818,23/7/2023,CUST818,Male,25,Electronics,4,500,2000
819,12/4/2023,CUST819,Female,40,Clothing,2,25,50
820,8/2/2023,CUST820,Female,46,Electronics,4,25,100
821,31/10/2023,CUST821,Male,35,Clothing,3,30,90
822,20/12/2023,CUST822,Male,48,Electronics,3,50,150
823,18/11/2023,CUST823,Female,47,Beauty,4,25,100
824,5/5/2023,CUST824,Female,56,Electronics,2,500,1000
825,22/2/2023,CUST825,Male,52,Electronics,2,25,50
826,23/12/2023,CUST826,Male,35,Beauty,1,500,500
827,4/6/2023,CUST827,Male,59,Clothing,3,300,900
828,17/12/2023,CUST828,Female,56,Clothing,1,300,300
829,4/11/2023,CUST829,Female,34,Electronics,1,500,500
830,3/3/2023,CUST830,Female,31,Beauty,4,50,200
831,17/10/2023,CUST831,Male,48,Clothing,4,25,100
832,22/1/2023,CUST832,Male,41,Electronics,1,25,25
833,27/6/2023,CUST833,Female,52,Beauty,3,300,900
834,30/9/2023,CUST834,Female,61,Clothing,4,500,2000
835,8/8/2023,CUST835,Male,62,Clothing,1,25,25
836,5/12/2023,CUST836,Female,51,Beauty,1,25,25
837,17/10/2023,CUST837,Female,36,Clothing,0,,
838,9/7/2023,CUST838,Female,20,Beauty,1,50,50
839,5/2/2023,CUST839,Male,54,Beauty,1,30,30
840,17/9/2023,CUST840,Female,60,Beauty,1,300,300
841,28/11/2023,CUST841,Male,57,Electronics,1,300,300
842,24/6/2023,CUST842,Male,43,Beauty,4,30,120
843,7/1/2023,CUST843,Male,40,Clothing,3,25,75
844,4/8/2023,CUST844,Male,61,Clothing,1,50,50
845,8/9/2023,CUST845,Male,56,Electronics,2,50,100
846,24/2/2023,CUST846,Male,32,Clothing,4,300,1200
847,10/8/2023,CUST847,Male,21,Clothing,4,50,200
848,5/7/2023,CUST848,Female,46,Beauty,1,30,30
849,22/11/2023,CUST849,Male,39,Clothing,4,25,100
850,24/8/2023,CUST850,Male,42,Electronics,1,30,30
851,29/12/2023,CUST851,Female,30,Beauty,3,500,1500
852,20/3/2023,CUST852,Female,35,Beauty,3,300,900
853,5/9/2023,CUST853,Female,1,Beauty,5,-20,-100
854,11/8/2023,CUST854,Female,50,Electronics,4,50,200
855,1/4/2023,CUST855,Male,33,Beauty,4,500,2000
856,25/9/2023,CUST856,Female,62,Beauty,2,50,100
857,30/11/2023,CUST857,Male,59,Electronics,4,25,100
858,19/5/2023,CUST858,Male,61,Beauty,2,25,50
859,12/11/2023,CUST859,Male,19,Electronics,3,25,75
860,3/10/2023,CUST860,Male,52,Electronics,3,50,150
861,5/9/2023,CUST861,Female,59,Clothing,1,500,500
862,27/8/2023,CUST862,Female,51,Clothing,3,25,75
863,12/8/2023,CUST863,Male,47,Beauty,2,500,1000
864,31/10/2023,CUST864,Male,30,Beauty,4,50,200
865,18/5/2023,CUST865,Male,30,Electronics,1,500,500
866,15/6/2023,CUST866,Female,35,Beauty,2,50,100
867,6/5/2023,CUST867,Male,49,Electronics,4,50,200
868,14/2/2023,CUST868,Male,49,Electronics,1,300,300
869,23/5/2023,CUST869,Female,52,Beauty,3,50,150
870,19/8/2023,CUST870,Female,56,Electronics,2,50,100
871,5/5/2023,CUST871,Male,63,Clothing,4,30,120
872,26/8/2023,CUST872,Female,46,Beauty,1,25,25
873,19/10/2023,CUST873,Female,46,Clothing,1,300,300
874,9/11/2023,CUST874,Male,61,Beauty,3,300,900
875,9/12/2023,CUST875,Female,33,Electronics,4,300,1200
876,14/7/2023,CUST876,Male,61,Beauty,3,30,90
877,22/6/2023,CUST877,Female,64,Clothing,3,50,150
878,15/1/2023,CUST878,Male,27,Electronics,4,25,100
879,11/9/2023,CUST879,Male,47,Beauty,4,500,2000
880,16/6/2023,CUST880,Male,42,Beauty,4,50,200
881,6/1/2023,CUST881,Male,,,,100,
882,4/4/2023,CUST882,Female,56,Beauty,2,30,60
883,7/9/2023,CUST883,Male,37,Clothing,4,50,200
884,19/4/2023,CUST884,Female,22,Clothing,1,50,50
885,1/7/2023,CUST885,Male,18,Beauty,3,30,90
886,13/5/2023,CUST886,Male,47,Electronics,2,300,600
887,24/6/2023,CUST887,Female,20,Electronics,4,300,1200
888,24/5/2023,CUST888,Male,62,Clothing,2,25,50
889,2/11/2023,CUST889,Male,31,Electronics,4,25,100
890,26/12/2023,CUST890,Female,47,Clothing,2,300,600
891,22/5/2023,CUST891,Male,21,Beauty,3,500,1500
892,12/10/2023,CUST892,Male,35,Clothing,3,50,150
893,6/1/2023,CUST893,Male,54,Clothing,1,500,500
894,22/9/2023,CUST894,Male,42,Beauty,1,50,50
895,8/4/2023,CUST895,Female,18,Electronics,4,300,1200
896,13/2/2023,CUST896,Female,63,Clothing,3,25,75
897,4/5/2023,CUST897,Male,32,Clothing,2,25,50
898,28/7/2023,CUST898,Female,26,Beauty,2,500,1000
899,8/9/2023,CUST899,Male,32,Electronics,2,25,50
900,12/10/2023,CUST900,Female,41,Clothing,1,300,300
901,4/5/2023,CUST901,Male,21,Beauty,2,500,1000
902,20/12/2023,CUST902,Male,29,Clothing,1,50,50
903,1/9/2023,CUST903,Male,54,Beauty,1,25,25
904,27/11/2023,CUST904,Male,54,Electronics,4,30,120
905,31/12/2023,CUST905,Male,60,Electronics,2,25,50
906,9/9/2023,CUST906,Male,23,Electronics,2,50,100
907,18/8/2023,CUST907,Female,56,Electronics,3,500,1500
908,9/1/2023,CUST908,Male,63,Clothing,4,50,200
909,17/2/2023,CUST909,Female,41,Clothing,3,30,90
910,1/9/2023,CUST910,,0,Electronics,,20,
911,31/5/2023,CUST911,Male,28,Electronics,4,300,1200
912,24/4/2023,CUST912,Female,30,Electronics,2,25,50
913,27/7/2023,CUST913,Female,51,Electronics,1,500,500
914,21/12/2023,CUST914,Female,42,Clothing,1,300,300
915,5/5/2023,CUST915,Male,24,Electronics,1,50,50
916,6/6/2023,CUST916,Male,21,Electronics,1,500,500
917,6/12/2023,CUST917,Female,25,Electronics,1,300,300
918,25/10/2023,CUST918,Male,37,Beauty,3,500,1500
919,8/7/2023,CUST919,Female,46,Electronics,4,30,120
920,31/8/2023,CUST920,Male,62,Beauty,2,30,60
921,11/10/2023,CUST921,Female,63,Beauty,3,25,75
922,29/9/2023,CUST922,Female,27,Electronics,4,25,100
923,26/6/2023,CUST923,Male,60,Beauty,1,30,30
924,6/8/2023,CUST924,Female,51,Electronics,4,500,2000
925,9/10/2023,CUST925,Male,43,Clothing,4,30,120
926,19/6/2023,CUST926,Female,58,Clothing,1,25,25
927,30/6/2023,CUST927,Female,20,Clothing,1,30,30
928,26/12/2023,CUST928,Male,23,Clothing,1,30,30
929,21/8/2023,CUST929,Male,22,Beauty,2,500,1000
